spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
clothe,0.882888256,0.356957649,0.886851764,0.372769637
clothes,0.79056079,0.381044487,0.791309984,0.387143974
clothesline,0.791769629,0.034364261,0.783342865,0.030455527
clothespin,0.830064094,0.034364261,0.821938652,0.030455527
clothing,0.965635772,0.851851852,0.968934813,0.865158038
clots,0.99953271,0.997663551,0.999157724,0.995788621
cloud,0.995116306,0.977917981,0.994469092,0.97655684
clouded,0.704307223,0.426199262,0.708163053,0.416936063
clouds,0.995930255,0.977917981,0.99539091,0.97655684
cloudy,0.995930255,0.977917981,0.99539091,0.97655684
clout,0.996792984,0.98630137,0.996565058,0.987036667
clove,0.858535674,0.356957649,0.863459254,0.372769637
clover,0.999454391,0.997663551,0.999172014,0.995788621
cloverleaf,0.852398071,0.4375,0.842071379,0.380076119
clown,0.994404505,0.974358974,0.993257608,0.970499421
clowning,0.996502816,0.974358974,0.995786005,0.970499421
clowns,0.995337088,0.974358974,0.99438134,0.970499421
club,1,1,1,1
clubhouse,0.880050882,0.482993197,0.875941001,0.460412023
clubs,1,1,1,1
cluck,1,1,1,1
clue,1,1,1,1
clueless,0.8806231,0.342857143,0.884529141,0.328286774
clues,0.864216634,0.618955513,0.872160476,0.612856026
clump,1,1,1,1
clumpy,1,1,1,1
clumsy,1,1,1,1
clung,1,1,1,1
clunk,1,1,1,1
cluster,0.985730221,0.942664418,0.985414035,0.941239154
clutch,1,1,1,1
clutches,0.898905415,0.594634873,0.895873858,0.574490145
clutter,0.998867112,0.996503497,0.998969708,0.996772247
coach,0.987565982,0.963636364,0.988883045,0.967536801
coached,0.899322618,0.527725857,0.901847463,0.534759267
coaches,0.912355426,0.618955513,0.913004143,0.612856026
coaching,0.982765152,0.916666667,0.984141828,0.927819588
coal,0.984457478,0.963636364,0.986103806,0.967536801
coalition,0.653229643,0.025806452,0.653421298,0.023121577
coals,0.987565982,0.963636364,0.988883045,0.967536801
coarse,0.72172619,0.142857143,0.718255382,0.139319083
coast,0.987565982,0.963636364,0.988883045,0.967536801
coastal,0.976982666,0.942664418,0.97758143,0.941239154
coaster,0.976848779,0.942664418,0.977473353,0.941239154
coasters,0.979589854,0.942664418,0.980123182,0.941239154
coat,0.984457478,0.963636364,0.986103806,0.967536801
coats,0.987565982,0.963636364,0.988883045,0.967536801
coax,0.984457478,0.963636364,0.986103806,0.967536801
cob,1,1,1,1
cobb,1,1,1,1
cobbler,0.999866113,0.999062793,0.999891923,0.999243461
cobra,1,1,1,1
coca,1,1,1,1
cocaine,0.757205825,0.173913043,0.758486754,0.180716635
cochlea,0.876825599,0.5,0.870982507,0.475104262
cock,1,1,1,1
cocked,0.790761491,0.527725857,0.790842261,0.534759267
cocker,0.999843799,0.999062793,0.99987391,0.999243461
cockeyed,0.871557419,0.472274143,0.858780411,0.465240733
cockpit,0.998639456,0.99047619,0.999015554,0.993108878
cockroach,0.996823115,0.974193548,0.997066324,0.976878423
cockroaches,0.963453471,0.618955513,0.962486614,0.612856026
cocks,1,1,1,1
cocksuckers,0.999803652,0.997840173,0.999810495,0.997915445
cocktail,0.999637681,0.997101449,0.99974885,0.997990803
cocktails,0.999677939,0.997101449,0.999776756,0.997990803
cocky,1,1,1,1
coco,1,1,1,1
cocoa,0.73,0.25,0.762738095,0.293002204
coconut,0.991491685,0.956521739,0.99235542,0.963033335
coconuts,0.999702336,0.99870801,0.999552242,0.998062258
cocoon,0.994126285,0.982378855,0.994478959,0.983436878
cod,1,1,1,1
code,0.822993419,0.356957649,0.829770993,0.372769637
coded,0.708303151,0.426199262,0.701881432,0.416936063
codes,0.715471573,0.381044487,0.716133802,0.387143974
coerced,0.698714326,0.315789474,0.712898388,0.3512325
coffee,0.940507058,0.643042351,0.937871727,0.627230363
coffees,0.894571123,0.618955513,0.891440913,0.612856026
coffin,1,1,1,1
coffins,1,1,1,1
cognac,0.788497217,0.363636364,0.785524573,0.354909469
cognition,0.787323711,0.357501795,0.79022883,0.363306678
cohen,0.807438017,0.5,0.847932492,0.589704889
coherent,0.931818182,0.454545455,0.917546003,0.34036802
coho,0.738636364,0.454545455,0.687665783,0.34036802
coil,0.884395838,0.765306122,0.879916424,0.757086523
coils,0.90751667,0.765306122,0.903933139,0.757086523
coin,0.884395838,0.765306122,0.879916424,0.757086523
coincide,0.717252403,0.227722772,0.718762119,0.237420828
coincidence,0.757400488,0.227722772,0.760320283,0.237420828
coincidences,0.688034696,0.227722772,0.685040008,0.237420828
coincidental,0.795115101,0.227722772,0.795326664,0.237420828
coins,0.90751667,0.765306122,0.903933139,0.757086523
coke,0.816393768,0.356957649,0.824567881,0.372769637
cokes,0.715471573,0.381044487,0.716133802,0.387143974
cola,1,1,1,1
cold,0.9765625,0.953125,0.954017076,0.908034152
colder,0.999843799,0.999062793,0.99987391,0.999243461
coldest,0.99509082,0.965635739,0.99564921,0.969544473
coldness,0.994186047,0.953488372,0.993195533,0.945564264
cole,0.804010172,0.356957649,0.811373735,0.372769637
coles,0.755837776,0.381044487,0.754406481,0.387143974
coleslaw,0.815154384,0.231428571,0.816063114,0.234216744
colin,1,1,1,1
coliseum,0.816992225,0.288461538,0.817923548,0.301477
collaboration,0.90538639,0.357501795,0.905989509,0.363306678
collaborator,0.996093864,0.962962963,0.996054726,0.962327118
collapse,0.921502741,0.413020833,0.923615175,0.425969993
collapsed,0.85353932,0.527725857,0.853912448,0.534759267
collapses,0.849556863,0.446728972,0.845994465,0.433705325
collapsing,0.954687204,0.726890756,0.953401737,0.720614111
collar,0.998891353,0.996674058,0.998893137,0.996679412
collarbone,0.920665512,0.356957649,0.923594663,0.372769637
collars,0.998741184,0.996674058,0.998753467,0.996679412
collateral,0.926230608,0.586979167,0.924505493,0.574030007
colleague,0.769021556,0.221311475,0.767016706,0.253323767
colleagues,0.762671465,0.338983051,0.753965209,0.298380619
collect,0.995875128,0.988888889,0.996806549,0.99214351
collected,0.783537874,0.426199262,0.776531631,0.416936063
collecting,0.840335545,0.465,0.837493985,0.457797173
collection,0.838714526,0.459394904,0.837723134,0.461900229
collections,0.853160359,0.459394904,0.852149935,0.461900229
collective,0.831292692,0.463788301,0.828975946,0.457797173
collector,0.931895019,0.643042351,0.929897152,0.627230363
collectors,0.936889012,0.643042351,0.9351341,0.627230363
collects,0.998267072,0.992788462,0.998253661,0.992670465
college,0.85185104,0.360465116,0.855395863,0.401513305
colleges,0.779619834,0.446728972,0.771308414,0.433705325
collide,0.920069076,0.463788301,0.920550647,0.465679338
collie,0.998891353,0.996674058,0.998893137,0.996679412
collier,0.855275896,0.231362468,0.854884572,0.225816886
collins,0.999049731,0.996674058,0.99905126,0.996679412
collision,0.826647133,0.173366834,0.828077808,0.179955561
cologne,0.899618505,0.356957649,0.903015798,0.372769637
colombia,0.945103119,0.838235294,0.943846833,0.835059409
colombian,0.950735139,0.862068966,0.949054284,0.859778352
colombo,0.960369951,0.862068966,0.959387893,0.859778352
colon,0.99953271,0.997663551,0.999157724,0.995788621
colonel,0.721606732,0.002336449,0.725779109,0.004211379
colonial,0.972575102,0.901140684,0.967753863,0.89664336
colonies,0.916770909,0.618955513,0.912912092,0.612856026
colony,0.991095704,0.95,0.986042933,0.922113294
color,0.99953271,0.997663551,0.999157724,0.995788621
colorado,0.995078314,0.962962963,0.994764467,0.962327118
colored,0.718777257,0.204545455,0.717371325,0.187800287
colorful,0.999707944,0.997663551,0.999473578,0.995788621
coloring,0.999707944,0.997663551,0.999473578,0.995788621
colorless,0.999740395,0.997663551,0.999532069,0.995788621
colors,0.997113869,0.987179487,0.996847415,0.987380422
colossal,0.994486012,0.979112272,0.994603201,0.980518494
coloured,0.716990511,0.3,0.709575649,0.294751793
colours,0.996203101,0.977917981,0.995751558,0.97655684
colt,1,1,1,1
columbia,0.945395175,0.838235294,0.944373255,0.835059409
columbine,0.907393109,0.463788301,0.907259731,0.465679338
columbo,0.96070373,0.862068966,0.959989519,0.859778352
columbus,0.965615764,0.862068966,0.964990829,0.859778352
column,1,1,1,1
columnist,0.936172253,0.666666667,0.930163989,0.631222685
columns,0.795918367,0.238095238,0.803730965,0.257339443
com,1,1,1,1
coma,1,1,1,1
comanche,0.619619644,0.022151899,0.621937021,0.020037635
comatose,0.910933858,0.356957649,0.914369023,0.372769637
comb,1,1,1,1
combat,0.954154351,0.862068966,0.953321106,0.859778352
combed,0.503273806,0.137142857,0.504187822,0.139851719
combination,0.867438437,0.357501795,0.867739413,0.363306678
combinations,0.878286791,0.357501795,0.878462623,0.363306678
combine,0.880933997,0.463788301,0.880762511,0.465679338
combined,0.79533305,0.527725857,0.796508812,0.534320662
combing,0.753581985,0.137142857,0.754296195,0.139851719
combo,0.944985222,0.862068966,0.943985327,0.859778352
combustion,0.850020714,0.357501795,0.850254917,0.363306678
come,0.817263434,0.356957649,0.826028572,0.372769637
comeback,0.823548278,0.231428571,0.825873298,0.234216744
comedian,0.908141927,0.643042351,0.905811157,0.627230363
comedians,0.91834838,0.643042351,0.916276584,0.627230363
comedy,0.90193563,0.643042351,0.898835603,0.627230363
comely,0.764731037,0.231428571,0.767831064,0.234216744
comes,0.715471573,0.381044487,0.716133802,0.387143974
comet,0.962164529,0.904347826,0.97177939,0.929000515
cometh,1,1,1,1
comfort,0.999545041,0.996815287,0.999567252,0.996970765
comfortable,0.93356666,0.586979167,0.929013821,0.574030007
comfortably,0.998582086,0.991935484,0.998433745,0.990837502
comforted,0.836567046,0.426199262,0.832800844,0.416936063
comforting,0.917185407,0.540605096,0.916260136,0.538099771
comforts,0.998593846,0.991935484,0.998476033,0.990837502
comfy,1,1,1,1
comic,1,1,1,1
comical,1,1,1,1
comics,1,1,1,1
coming,1,1,1,1
comm,1,1,1,1
comma,0.996363636,0.990909091,0.996927334,0.992318335
command,0.997402597,0.990909091,0.997805239,0.992318335
commandant,0.99776065,0.990909091,0.997994255,0.992318335
commanded,0.829228786,0.426199262,0.826238817,0.416936063
commander,0.9974077,0.990909091,0.997687335,0.992318335
commanders,0.997544668,0.990909091,0.9977858,0.992318335
commanding,0.997995945,0.990909091,0.998258212,0.992318335
commandment,0.997964228,0.990909091,0.998176596,0.992318335
commandments,0.998133875,0.990909091,0.998328546,0.992318335
commando,0.997200813,0.990909091,0.997492819,0.992318335
commandos,0.990547605,0.962962963,0.993319958,0.976243387
commands,0.997494931,0.990909091,0.997822765,0.992318335
commemorate,0.793120355,0.009090909,0.792866184,0.007681665
commence,0.83939708,0.360465116,0.840405781,0.401513305
commencing,0.888763163,0.643042351,0.883400135,0.627230363
commend,0.997402597,0.990909091,0.997805239,0.992318335
commendable,0.858809546,0.586979167,0.851066707,0.574030007
commendation,0.831580949,0.357501795,0.829213321,0.363306678
comment,0.997402597,0.990909091,0.997805239,0.992318335
commentary,0.916442763,0.643042351,0.912799251,0.627230363
commentator,0.924038876,0.643042351,0.920726592,0.627230363
comments,0.997727273,0.990909091,0.998079584,0.992318335
commerce,0.868022621,0.360465116,0.871613004,0.401513305
commercial,0.809355647,0.171532847,0.809794416,0.180733058
commercials,0.826686952,0.171532847,0.827085832,0.180733058
commie,0.996969697,0.990909091,0.997439445,0.992318335
commies,0.90991589,0.618955513,0.910239401,0.612856026
commissar,0.995658939,0.979112272,0.996128352,0.980518494
commission,0.826285957,0.392857143,0.82628016,0.39184197
commissioned,0.765211538,0.392857143,0.766143023,0.39184197
commissioner,0.854961754,0.392857143,0.854871917,0.39184197
commit,0.995382395,0.99047619,0.996290925,0.992318335
commitment,0.998181818,0.990909091,0.998463667,0.992318335
commitments,0.998347107,0.990909091,0.998603334,0.992318335
commits,0.997402597,0.990909091,0.997805239,0.992318335
committed,0.82327892,0.426199262,0.821630958,0.416936063
committee,0.945670764,0.536211699,0.945833536,0.534320662
committees,0.912999239,0.536211699,0.912535785,0.534320662
committing,0.951543027,0.540605096,0.951628094,0.538099771
commodity,0.996279118,0.984693878,0.996093294,0.980202975
commodore,0.90591366,0.356957649,0.910035237,0.372769637
common,0.996969697,0.990909091,0.997439445,0.992318335
commonly,0.997429608,0.990909091,0.997631826,0.992318335
commonplace,0.942096311,0.413020833,0.943712919,0.425969993
commonwealth,0.983903884,0.910891089,0.984538891,0.914301921
commotion,0.866523876,0.357501795,0.867760397,0.363306678
commune,0.910566778,0.405365127,0.914117681,0.425509855
communicate,0.940349178,0.413020833,0.941957714,0.425969993
communicated,0.872272563,0.426199262,0.870070289,0.416936063
communicating,0.935763191,0.540605096,0.935340751,0.538099771
communication,0.907593452,0.357501795,0.908449506,0.363306678
communications,0.914023826,0.357501795,0.914732965,0.363306678
communion,0.997979798,0.990909091,0.998292963,0.992318335
communism,0.997644115,0.990909091,0.998025481,0.992318335
communist,0.997644115,0.990909091,0.998025481,0.992318335
communists,0.994020251,0.958384333,0.99420523,0.957415629
communities,0.910173585,0.618955513,0.909851739,0.612856026
community,0.997979798,0.990909091,0.998292963,0.992318335
commute,0.908333879,0.405365127,0.911587479,0.425509855
comp,1,1,1,1
compact,0.996825397,0.988888889,0.997755289,0.99214351
companies,0.931954783,0.618955513,0.931893238,0.612856026
companion,1,1,1,1
companions,0.999761869,0.99870801,0.999641794,0.998062258
companionship,0.980218315,0.90625,0.980581263,0.908815016
company,1,1,1,1
comparative,0.917515888,0.463788301,0.917237519,0.465679338
compare,0.805097214,0.277777778,0.813365623,0.315819462
compared,0.825235564,0.487179487,0.831169639,0.534759267
compares,0.801854021,0.381044487,0.802224031,0.387143974
comparing,1,1,1,1
comparison,0.999697885,0.996978852,0.999759266,0.997592663
compartment,0.999604743,0.995652174,0.999542085,0.994962931
compass,1,1,1,1
compassion,0.828104139,0.392857143,0.827816493,0.39184197
compassionate,0.818514066,0.392857143,0.819344696,0.39184197
compatible,0.870623942,0.536211699,0.870112848,0.534320662
compel,1,1,1,1
compelled,0.755307275,0.098765432,0.750337617,0.094373327
compelling,0.940496189,0.643042351,0.938637244,0.627230363
compensate,0.877363656,0.413020833,0.87699118,0.425969993
compensated,0.808824214,0.426199262,0.804474584,0.416936063
compensation,0.852375873,0.357501795,0.851518377,0.363306678
compete,0.852801309,0.360465116,0.856344602,0.401513305
competence,0.828776381,0.15098242,0.82496685,0.15959768
competent,0.934623753,0.643042351,0.932557069,0.627230363
competing,0.843857453,0.540605096,0.840867412,0.538099771
competition,0.764692162,0.357501795,0.763001238,0.363306678
competitive,0.789762895,0.463788301,0.787038129,0.465679338
competitor,0.859471708,0.540605096,0.856780671,0.538099771
competitors,0.870595639,0.540605096,0.868188486,0.538099771
complain,0.999637681,0.997101449,0.99974885,0.997990803
complained,0.867978746,0.527725857,0.867259634,0.534759267
complaining,0.999736495,0.997101449,0.999817346,0.997990803
complains,0.999677939,0.997101449,0.999776756,0.997990803
complaint,0.999677939,0.997101449,0.999776756,0.997990803
complaints,0.999710145,0.997101449,0.99979908,0.997990803
complete,0.867595376,0.360465116,0.870672255,0.401513305
completed,0.786266609,0.426199262,0.779191548,0.416936063
completely,0.815448989,0.15098242,0.818834135,0.15959768
completes,0.790249065,0.381044487,0.787109531,0.387143974
completing,0.859471708,0.540605096,0.856780671,0.538099771
completion,0.822851048,0.357501795,0.821822053,0.363306678
complex,1,1,1,1
complexion,0.756716934,0.055555556,0.757022439,0.063712339
complexity,0.925605822,0.643042351,0.921580285,0.627230363
compliance,0.902774316,0.37037037,0.901065671,0.392114053
complicate,0.936202278,0.413020833,0.937689818,0.425969993
complicated,0.86231387,0.426199262,0.859655164,0.416936063
complication,0.901408058,0.357501795,0.902100576,0.363306678
complications,0.908808876,0.357501795,0.909355757,0.363306678
compliment,1,1,1,1
complimentary,0.942345955,0.536211699,0.941870671,0.534320662
compliments,1,1,1,1
comply,1,1,1,1
component,0.99973541,0.99870801,0.999601993,0.998062258
components,0.999761869,0.99870801,0.999641794,0.998062258
compose,0.898210123,0.356957649,0.902136026,0.372769637
composed,0.843071118,0.527725857,0.843131696,0.534759267
composer,0.999882849,0.999062793,0.999905433,0.999243461
composing,0.950391547,0.726890756,0.948962061,0.720614111
composite,0.930239975,0.583333333,0.927449236,0.5649785
composition,0.85185642,0.357501795,0.851442314,0.363306678
compound,0.995885957,0.977917981,0.99593852,0.97655684
comprehend,0.940334932,0.643042351,0.938333921,0.627230363
comprehension,0.78533137,0.173366834,0.777892827,0.179955561
comprehensive,0.858398961,0.534883721,0.84811756,0.503316771
compressed,0.825856494,0.527725857,0.822888883,0.503316771
compression,0.790241379,0.392857143,0.788288959,0.39184197
compressions,0.807522821,0.392857143,0.805633041,0.39184197
compromise,0.944673717,0.463788301,0.944723549,0.465679338
compromised,0.875147872,0.527725857,0.876385302,0.534320662
compromises,0.871889498,0.446728972,0.869906952,0.433705325
compromising,0.962119447,0.726890756,0.960930028,0.720614111
compulsion,0.844647608,0.173366834,0.845934145,0.179955561
compulsive,0.939635476,0.583333333,0.937226298,0.5649785
computer,0.999882849,0.999062793,0.999905433,0.999243461
computers,0.999760019,0.997840173,0.999768383,0.997915445
comrade,0.911882375,0.413020833,0.914242052,0.425969993
comrades,0.815161835,0.381044487,0.815933582,0.387143974
con,1,1,1,1
conceal,0.924194681,0.643042351,0.922714019,0.627230363
concealed,0.835923207,0.527725857,0.833324811,0.534759267
concealing,0.946936277,0.643042351,0.945899813,0.627230363
concede,0.944007817,0.643042351,0.941607799,0.627230363
conceited,0.719295054,0.426199262,0.714055649,0.416936063
